Compound ID,smiles,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,Calculated_LogP,Aromatic_Proportion,measured log solubility in mols per litre,ESOL_Predicted_LogS,Solubility_Status
alloxan,O=C1NC(=O)C(=O)C(=O)N1,1,142.07,2,1,0,92.34,-2.0785,0.0,-1.25,0.5886210000000001,Acceptable👍
"1,3-Dichloropropane",ClCCCCl,1,112.987,0,0,2,0.0,1.8541,0.0,-1.62,-1.5766024,Acceptable👍
m-Fluorobromobenzene,Fc1cccc(Br)c1,1,175.0,0,1,0,0.0,2.5882000000000005,0.75,-2.67,-3.1105660000000004,Acceptable👍
p-Chlorobromobenzene,Clc1ccc(Br)cc1,1,191.455,0,1,0,0.0,3.102500000000001,0.75,-3.63,-3.5365960000000003,Acceptable👍
"2,3-Dimethylbutane",CC(C)C(C)C,1,86.178,0,0,1,0.0,2.2984,0.0,-3.65,-1.7562955999999998,Acceptable👍
1-Butene,CCC=C,1,56.108,0,0,1,0.0,1.5824,0.0,-1.94,-1.1187816,Acceptable👍
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,1,360.882,0,2,1,0.0,7.274000000000001,0.6666666666666666,-7.68,-7.087421733333334,Poor👎
cytosine,Nc1cc[nH]c(=O)n1,1,111.104,2,1,0,71.77,-0.6479000000000001,0.75,-1.155,-0.6756677999999998,Acceptable👍
"1,1,2-Trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,1,187.375,0,0,1,0.0,2.9189,0.0,-3.04,-2.774632,Acceptable👍
Propionitrile,CCC#N,1,55.08,0,0,0,23.79,0.91998,0.0,0.28,-0.7610834,Acceptable👍
"O,P'-DDD",ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,1,320.046,0,2,3,0.0,5.929000000000003,0.6666666666666666,-6.51,-5.854888533333335,Poor👎
o-Nitroanisole,COc1ccccc1N(=O)=O,1,153.137,0,1,2,52.37,1.6033999999999995,0.5454545454545454,-1.96,-2.0712277636363634,Acceptable👍
Prasterone,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,1,288.431,1,4,0,37.3,3.879200000000002,0.0,-4.12,-4.072168200000001,Poor👎
Procymidone,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,1,284.142,0,3,1,37.38,3.2829000000000024,0.3333333333333333,-4.8,-3.850574066666668,Acceptable👍
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,2,276.338,0,6,0,0.0,6.3282000000000025,1.0,-9.018,-6.280061600000002,Poor👎
Dinoseb,CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O,1,240.215,1,1,4,106.51,2.7221000000000024,0.3529411764705882,-3.38,-3.0414324705882367,Acceptable👍
meconin,c1c(OC)c(OC)C2C(=O)OCC2c1,1,196.202,0,2,2,44.76,0.8497999999999999,0.0,-1.899,-1.4598263999999999,Acceptable👍
Glycerol,OCC(O)CO,1,92.094,3,0,2,60.69,-1.6681,0.0,1.12,0.7719202,Acceptable👍
Guaiacol,COc1ccccc1O,1,124.139,1,1,1,29.46,1.4008,0.6666666666666666,-1.96,-1.9194991333333333,Acceptable👍
chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1,350.591,0,1,6,40.58,4.718100000000002,0.3333333333333333,-5.67,-4.836733866666669,Poor👎
9-Methylanthracene,Cc1c2ccccc2cc3ccccc13,1,192.261,0,3,0,0.0,4.301420000000003,0.9333333333333332,-5.89,-4.4325794666666685,Poor👎
Antipyrene,Cc1cc(=O)n(c2ccccc2)n1C,1,188.23,0,2,1,26.93,1.48442,0.7857142857142857,0.715,-2.4576391714285712,Acceptable👍
Methyl butyl ether,CCCCOC,1,88.15,0,0,3,9.23,1.4329,0.0,-0.99,-1.0912570000000001,Acceptable👍
7-methylpteridine,Cc2cnc1cncnc1n2,1,146.153,0,2,0,51.56,0.7282199999999998,0.9090909090909092,-0.854,-1.8776544727272726,Acceptable👍
simazine,CCNc1nc(Cl)nc(NCC)n1,1,201.661,2,1,4,62.73,1.3885999999999998,0.4615384615384615,-4.55,-2.042654661538461,Acceptable👍
"N,N-Dimethylacetamide",CN(C)C(=O)C,1,87.122,0,0,0,20.31,0.0944999999999998,0.0,1.11,-0.43969139999999984,Acceptable👍
Simetryn,CSc1nc(nc(n1)N(C)C)N(C)C,1,213.31,0,1,3,45.15,0.7254999999999998,0.4285714285714285,-2.676,-1.7387298571428569,Acceptable👍
Ethylene,C=C,1,28.054,0,0,0,0.0,0.8022,0.0,-0.4,-0.5193207999999999,Acceptable👍
"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,1,102.177,1,0,1,20.23,1.4149,0.0,-0.5,-1.2988844,Acceptable👍
5-Allyl-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C,1,196.206,2,1,3,75.27,0.3248999999999995,0.0,-1.614,-1.0631641999999997,Acceptable👍
"2,3,4-Trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl,1,197.448,1,1,0,20.23,3.3524000000000003,0.6,-2.67,-3.6201896,Acceptable👍
Anisole,COc1ccccc1,1,108.14,0,1,1,9.23,1.6952,0.75,-1.85,-2.067444,Acceptable👍
chloropropylate,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,1,339.218,1,2,4,46.53,4.180900000000003,0.5454545454545454,-4.53,-4.716754963636365,Poor👎
aldosterone,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,1,360.45,2,4,3,91.67,1.8457,0.0,-3.85,-3.0395809999999996,Acceptable👍
Difenoxuron,COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,1,286.331,1,2,4,50.8,3.581000000000002,0.5714285714285714,-4.16,-4.030139342857144,Poor👎
4-Ethyltoluene,CCc1ccc(C)cc1,1,120.195,0,1,1,0.0,2.5574200000000005,0.6666666666666666,-3.11,-2.6237169333333337,Acceptable👍
Diisopropylsulfide,CC(C)SC(C)C,1,118.245,0,0,2,0.0,2.5364000000000004,0.0,-2.24,-2.039051,Acceptable👍
"1,3-Dinitrobenzene",O=N(=O)c1cccc(c1)N(=O)=O,1,168.108,0,1,2,86.28,1.503,0.5,-2.29,-2.0671596,Acceptable👍
Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,1,384.487,0,0,12,36.92,5.005300000000004,0.0,-5.54,-4.585158400000003,Poor👎
probarbital,CCC1(C(C)C)C(=O)NC(=O)NC1=O,1,198.222,2,1,2,75.27,0.4047999999999999,0.0,-2.21,-1.1920004,Acceptable👍
cortisone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,1,402.487,1,4,3,97.74,2.560600000000001,0.0,-4.21,-3.7505974000000006,Acceptable👍
Metronidazole,Cc1ncc(N(=O)=O)n1CCO,1,171.156,1,1,3,81.19,0.0920199999999999,0.4166666666666667,-1.22,-1.0694731333333334,Acceptable👍
p-Chloroaniline,Nc1ccc(Cl)cc1,1,127.574,1,1,0,26.02,1.9222,0.75,-1.66,-2.3969448,Acceptable👍
"2,2-Dimethylpentanol",CCCC(C)(C)CO,1,116.204,1,0,3,20.23,1.805,0.0,-1.52,-1.4996147999999998,Acceptable👍
Furane,c1ccoc1,2,68.075,0,1,0,13.14,1.2795999999999998,1.0,-0.82,-1.8082129999999998,Acceptable👍
Methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1,1,271.39,2,1,8,71.96,1.8622,0.3333333333333333,-2.928,-2.4144706666666664,Acceptable👍
Norea,CN(C)C(=O)NC1CC2CC1C3CCCC23,1,222.332,1,3,1,32.34,2.0823,0.0,-3.171,-2.4643074,Acceptable👍
t-Butylbenzene,CC(C)(C)c1ccccc1,1,134.222,0,1,0,0.0,2.984100000000001,0.6,-3.66,-2.9961594000000007,Acceptable👍
kebuzone,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,1,322.364,0,3,5,57.69,2.966800000000001,0.5,-3.27,-3.7477408000000008,Acceptable👍
prednisolone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,1,402.487,2,4,3,100.9,2.1284,0.0,-4.37,-3.4783114,Acceptable👍
Methyl propyl ether,CCCOC,1,74.123,0,0,2,9.23,1.0428,0.0,-0.39,-0.8245265999999999,Acceptable👍
Isopropyl acetate,CC(C)OC(=O)C,1,102.133,0,0,1,26.3,0.9579,0.0,-0.55,-1.0107015999999998,Acceptable👍
Bromobenzene,Brc1ccccc1,1,157.01,0,1,0,0.0,2.4491000000000005,0.8571428571428571,-2.55,-2.990680714285715,Acceptable👍
Ethyl-p-hydroxybenzoate,CCOC(=O)c1ccc(O)cc1,1,166.176,1,1,2,46.53,1.5689,0.5,-2.35,-2.0966982,Acceptable👍
3-Butanoyloxymethylphenytoin,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,1,352.39,1,3,6,75.71,2.782800000000001,0.4615384615384615,-5.071,-3.7235204615384623,Acceptable👍
testosterone propionate,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,1,344.495,0,4,2,43.37,4.840100000000005,0.0,-5.37,-4.893132000000003,Poor👎
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,2,300.36,0,7,0,0.0,6.919200000000002,1.0,-9.332,-6.801328000000002,Poor👎
allopurinol,O=c1[nH]cnc2[nH]ncc12,1,136.114,2,2,0,74.43,-0.3538,0.9,-2.266,-1.1270128,Acceptable👍
Chloroethylene,ClC=C,1,62.499,0,0,0,0.0,1.3687,0.0,-1.75,-1.0897748,Acceptable👍
diphenamid,CN(C)C(=O)C(c1ccccc1)c2ccccc2,1,239.318,0,2,3,20.31,2.9067000000000016,0.6666666666666666,-2.98,-3.4503259333333345,Acceptable👍
Tetrabromomethane,BrC(Br)(Br)Br,1,331.627,0,0,0,0.0,3.1773,0.0,-3.14,-3.8977864,Acceptable👍
RTI 22,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,1,296.374,1,3,2,48.47,3.179720000000001,0.5454545454545454,-4.871,-3.9523787636363643,Acceptable👍
phthalimide,O=C1NC(=O)c2ccccc12,1,147.133,1,2,0,46.17,0.5702,0.5454545454545454,-2.61,-1.5150869636363637,Acceptable👍
Fenarimol,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,1,331.202,1,3,3,46.01,4.0676000000000005,0.8181818181818182,-4.38,-4.863494945454545,Poor👎
Methyl benzoate,COC(=O)c1ccccc1,1,136.15,0,1,1,26.3,1.4732,0.6,-1.85,-1.990246,Acceptable👍
1-methyluracil,Cn1ccc(=O)[nH]c1=O,1,126.115,1,1,0,54.86,-0.9264,0.6666666666666666,-0.807,-0.5316143333333332,Acceptable👍
oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,1,324.38,1,3,5,60.85,3.493400000000002,0.5,-3.73,-4.091998000000001,Poor👎
"2,2',3,5'-PCB",Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,1,291.992,0,2,1,0.0,5.967200000000002,0.75,-6.47,-5.898686400000001,Poor👎
Quinethazone,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,1,289.744,3,2,2,101.29,0.8788,0.3333333333333333,-3.29,-2.3047234666666667,Acceptable👍
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,233.098,1,1,1,32.34,3.0869000000000018,0.4285714285714285,-3.8,-3.4810974571428583,Acceptable👍
Cyclopentene,C1CC=CC1,2,68.119,0,1,0,0.0,1.7265,0.0,-2.1,-1.3500327999999997,Acceptable👍
alloxantin,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),1,286.156,6,2,1,191.0,-4.819399999999998,0.0,-1.99,1.488054799999999,Acceptable👍
Nonane,CCCCCCCCC,1,128.259,0,0,6,0.0,3.7569000000000026,0.0,-5.88,-2.6060528000000014,Acceptable👍
2-Chlorophenol,Oc1ccccc1Cl,1,128.558,1,1,0,20.23,2.0456000000000003,0.75,-1.06,-2.4807876,Acceptable👍
5-Methylchrysene,c1cccc2c3c(C)cc4ccccc4c3ccc12,1,242.321,0,4,0,0.0,5.454620000000004,0.9473684210526316,-6.59,-5.47985343157895,Poor👎
Phenetole,CCOc1ccccc1,1,122.167,0,1,2,9.23,2.0853,0.6666666666666666,-2.33,-2.2725077333333332,Acceptable👍
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,1,176.215,0,1,3,26.3,2.2629,0.4615384615384615,-3.0,-2.501698461538462,Acceptable👍
Terbacil,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,1,216.668,1,1,0,54.86,1.2534200000000002,0.4285714285714285,-2.484,-2.290139057142857,Acceptable👍
Clonazepam,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,1,315.716,1,3,2,84.6,3.037700000000001,0.5454545454545454,-3.499,-3.9828265636363644,Acceptable👍
p-Toluenesulfonamide,Cc1ccc(cc1)S(=O)(=O)N,1,171.221,1,1,1,60.16,0.6424200000000001,0.5454545454545454,-1.74,-1.6439311636363636,Acceptable👍
Chlorbufam,CC(OC(=O)Nc1cccc(Cl)c1)C#C,1,223.659,1,1,2,38.33,2.910200000000001,0.4,-2.617,-3.2241118,Acceptable👍
2-Methylheptane,CCCCCC(C)C,1,114.232,0,0,4,0.0,3.2227000000000023,0.0,-5.08,-2.314539400000001,Acceptable👍
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,1,449.856,0,3,6,59.32,6.543980000000005,0.3870967741935484,-8.176,-6.642266212903229,Poor👎
Apazone,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C,1,300.362,0,3,2,56.22,2.06422,0.2727272727272727,-3.538,-3.072521181818182,Acceptable👍
Diazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,1,284.746,0,3,1,32.67,3.153800000000002,0.6,-3.754,-3.9703192000000014,Acceptable👍
2-Methyl-3-pentanol,CCC(O)C(C)C,1,102.177,1,0,2,20.23,1.4133,0.0,-0.7,-1.2318764,Acceptable👍
fensulfothion,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,1,308.361,0,1,7,44.76,3.1003000000000016,0.3333333333333333,-2.3,-3.4896938666666673,Acceptable👍
borneol,CC1(C)C2CCC1(C)C(O)C2,1,154.253,1,2,0,20.23,2.1935,0.0,-2.32,-2.1782736,Acceptable👍
Testosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,1,288.431,1,4,0,37.3,3.879200000000003,0.0,-4.02,-4.072168200000002,Poor👎
Heptane,CCCCCCC,1,100.205,0,0,4,0.0,2.976700000000002,0.0,-4.53,-2.072592000000001,Acceptable👍
1-Napthol,Oc1cccc2ccccc12,1,144.173,1,2,0,20.23,2.5454000000000008,0.9090909090909092,-2.22,-3.0102018727272735,Acceptable👍
"cis-1,2-Dimethylcyclohexane",C/C1CCCCC1\C,1,112.216,0,1,0,0.0,2.832600000000001,0.0,-4.3,-2.3202772000000005,Acceptable👍
Trimazosin,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,1,435.481,2,3,6,132.5,1.2672999999999996,0.3225806451612903,-3.638,-3.1810908774193547,Acceptable👍
Cholanthrene,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,2,254.332,0,5,0,0.0,5.244800000000004,0.9,-7.85,-5.387082400000002,Poor👎
Medrogestone,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,1,340.507,0,4,1,34.14,5.279700000000005,0.0,-5.27,-5.211354400000004,Poor👎
2-Heptanone,CCCCCC(=O)C,1,114.188,0,0,4,17.07,2.1557000000000004,0.0,-1.45,-1.6420566000000003,Acceptable👍
Acephate,COP(=O)(NC(C)=O)SC,1,183.169,1,0,3,55.4,1.24,0.0,0.54,-1.5588478000000001,Acceptable👍
DEF,CCCCSP(=O)(SCCCC)SCCCC,1,314.522,0,0,12,17.07,6.694400000000005,0.0,-5.14,-5.215508400000004,Poor👎
phthalamide,c1cC2C(=O)NC(=O)C2cc1,1,149.149,1,2,0,46.17,0.0011999999999999,0.0,-2.932,-0.7654797999999999,Acceptable👍
Trichlomethiazide,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl,1,380.662,3,2,2,118.36,0.8210000000000011,0.3,-2.68,-2.8073344000000002,Acceptable👍
2-Methy-2-Butene,CC=C(C)C,1,70.135,0,0,0,0.0,1.9725,0.0,-2.56,-1.517512,Acceptable👍
"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,1,120.195,0,1,0,0.0,2.611860000000001,0.6666666666666666,-3.31,-2.7240141333333336,Acceptable👍
"2,4,5-Trichlorophenol ",Oc1cc(Cl)c(Cl)cc1Cl,1,197.448,1,1,0,20.23,3.3524000000000003,0.6,-2.21,-3.6201896,Acceptable👍
phenanthridine,c1ccc2c(c1)cnc3ccccc23,2,179.222,0,3,0,12.89,3.388000000000001,1.0,-2.78,-3.8256164000000004,Acceptable👍
3-Methyl-3-hexanol,CCCC(C)(O)CC,1,116.204,1,0,3,20.23,1.9475,0.0,-0.98,-1.5893898000000002,Acceptable👍
Octane,CCCCCCCC,1,114.232,0,0,5,0.0,3.3668000000000022,0.0,-5.24,-2.3393224000000012,Acceptable👍
Anthracene,c1ccc2cc3ccccc3cc2c1,2,178.234,0,3,0,0.0,3.993000000000002,1.0,-6.35,-4.200640800000001,Poor👎
Phenylhydrazine,NNc1ccccc1,1,108.144,2,1,1,38.05,0.9722000000000002,0.75,0.07,-1.6119788,Acceptable👍
Propionaldehyde,CCC=O,1,58.08,0,0,1,17.07,0.5952999999999999,0.0,0.58,-0.5091349999999999,Acceptable👍
Cyclooctane,C1CCCCCCC1,2,112.216,0,1,0,0.0,3.120800000000002,0.0,-4.15,-2.501843200000001,Acceptable👍
"5,5-Diallylbarbital",O=C1NC(=O)NC(=O)C1(CC=C)CC=C,1,208.217,2,1,4,75.27,0.4909999999999996,0.0,-2.077,-1.1762753999999997,Acceptable👍
Trichloromethane,ClC(Cl)Cl,1,119.378,0,0,0,0.0,1.9864,0.0,-1.17,-1.8315755999999999,Acceptable👍
thiouracil,Sc1nccc(=O)[nH]1,1,128.156,2,1,0,45.75,0.0586,0.75,-2.273,-1.2264852,Acceptable👍
Pencycuron,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,1,328.843,1,3,4,32.34,5.316700000000004,0.5217391304347826,-5.915,-5.3504345565217415,Poor👎
1-Methylcyclohexene,CC1=CCCCC1,1,96.173,0,1,0,0.0,2.5067000000000004,0.0,-3.27,-2.0154936,Acceptable👍
2-Ethylhexanal,CCCCC(CC)C=O,1,128.215,0,0,5,17.07,2.401700000000001,0.0,-2.13,-1.8180040000000006,Acceptable👍
Khellin,COc2c1occc1c(OC)c3c(=O)cc(C)oc23,1,260.245,0,3,2,61.81,2.8648200000000017,0.6842105263157895,-3.021,-3.632671389473685,Acceptable👍
5-Ethyl-5-(3-methylbutyl)barbital,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,1,226.276,2,1,4,75.27,1.1849999999999992,0.0,-2.658,-1.7254611999999994,Acceptable👍
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,2,252.316,0,5,0,0.0,5.640400000000003,1.0,-8.0,-5.697811200000002,Poor👎
2-Ethylbutanal,CCC(CC)C=O,1,100.161,0,0,3,17.07,1.6215,0.0,-1.52,-1.2845431999999999,Acceptable👍
Dipropyl ether,CCCOCCC,1,102.177,0,0,4,9.23,1.823,0.0,-1.62,-1.3579874,Acceptable👍
1-Tetradecanol,CCCCCCCCCCCCCCO,1,214.393,1,0,12,20.23,4.679800000000005,0.0,-5.84,-3.325510600000003,Acceptable👍
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,1,197.448,1,1,0,20.23,3.3523999999999994,0.6,-2.64,-3.6201896,Acceptable👍
Urea,NC(=O)N,1,60.056,2,0,0,69.11,-0.9762,0.0,0.96,0.4026588,Acceptable👍
1-Pentyne,CCCC#C,1,68.119,0,0,1,0.0,1.4197,0.0,-1.64,-1.0907487999999999,Acceptable👍
"1,3-Dibromobenzene",Brc1cccc(Br)c1,1,235.906,0,1,0,0.0,3.2116000000000007,0.75,-3.54,-3.8809252,Acceptable👍
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,1,270.501,1,0,16,20.23,6.240200000000008,0.0,-8.4,-4.3924322000000044,Poor👎
Acetanilide,CC(=O)Nc1ccccc1,1,135.166,1,1,1,29.1,1.6449999999999998,0.6,-1.33,-2.0923792,Acceptable👍
hematein,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,1,300.266,4,4,0,107.22,1.3295999999999997,0.2727272727272727,-2.7,-2.7411153818181817,Acceptable👍
Isonazid,c1nccc(C(=O)NN)c1,1,137.142,2,1,1,68.01,-0.3149000000000001,0.6,0.009,-0.8698933999999998,Acceptable👍
hydroxychlordene,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,1,354.875,1,3,0,20.23,3.995,0.0,-5.46,-4.557075,Poor👎
Isopentyl formate,CC(C)CCOC=O,1,116.16,0,0,4,26.3,1.2055,0.0,-1.52,-1.0556569999999998,Acceptable👍
Acetophenone,CC(=O)c1ccccc1,1,120.151,0,1,1,17.07,1.8892,0.6666666666666666,-1.28,-2.202465533333333,Acceptable👍
biquinoline,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4,2,256.308,0,4,1,25.78,4.450000000000003,1.0,-5.4,-4.906609600000002,Poor👎
Triethyl phosphate,CCOP(=O)(OCC)OCC,1,182.156,0,0,6,44.76,2.204,0.0,0.43,-1.9618872000000005,Acceptable👍
D-fenchone,CC2(C)C1CCC(C)(C1)C2=O,1,152.237,0,2,0,17.07,2.401700000000001,0.0,-1.85,-2.2969404000000004,Acceptable👍
7-methoxypteridine,COc2cnc1cncnc1n2,1,162.152,0,2,1,60.79,0.4283999999999998,0.8333333333333334,-0.91,-1.6659010666666665,Acceptable👍
Chlordene,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl,1,338.876,0,3,0,0.0,5.024200000000001,0.0,-5.64,-5.106277200000001,Poor👎
2-Nitropropane,CC(C)N(=O)=O,1,89.094,0,0,1,43.14,0.6715,0.0,-0.62,-0.7494277999999999,Acceptable👍
Carbazole,c1ccc2c(c1)[nH]c3ccccc32,2,167.211,1,3,0,15.79,3.3211000000000013,1.0,-5.27,-3.709001200000001,Acceptable👍
Erythritol,OCC(O)C(O)CO,1,122.12,4,0,3,80.92,-2.3071999999999995,0.0,0.7,1.0543919999999996,Acceptable👍
Risocaine,CCCOC(=O)c1ccc(N)cc1,1,179.219,1,1,3,52.32,1.8356,0.4615384615384615,-2.452,-2.2511242615384615,Acceptable👍
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,1,223.165,1,0,5,73.86,1.0537,0.0,0.651,-1.557454,Acceptable👍
Succinimide,O=C1CCC(=O)N1,1,99.089,1,1,0,46.17,-0.577,0.0,0.3,-0.09084179999999997,Acceptable👍
"2,3-Dimethylpentane",CCC(C)C(C)C,1,100.205,0,0,2,0.0,2.688500000000001,0.0,-4.28,-2.0230260000000007,Acceptable👍
bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1,316.427,1,1,8,84.42,1.74462,0.2857142857142857,-4.16,-2.5843865714285714,Acceptable👍
RTI 16,CCN2c1ncccc1N(C)C(=S)c3cccnc23,1,270.361,0,3,1,32.26,2.759900000000001,0.631578947368421,-4.634,-3.656343621052632,Acceptable👍
RTI 9,O2c1ccccc1N(CC)C(=O)c3ccccc23,1,239.274,0,3,1,29.54,3.4590000000000023,0.6666666666666666,-3.68,-3.9300021333333346,Acceptable👍
Tetrahydropyran,C1CCOCC1,2,86.134,0,1,0,9.23,1.1869,0.0,-0.03,-1.1217778,Acceptable👍
1-Heptyne,CCCCCC#C,1,96.173,0,0,3,0.0,2.1999000000000004,0.0,-3.01,-1.6242096000000004,Acceptable👍
osthole,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,1,244.29,0,2,3,39.44,3.3103000000000025,0.5555555555555556,-4.314,-3.653198111111113,Acceptable👍
3-Methylcholanthrene,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,1,268.359,0,5,0,0.0,5.553220000000004,0.8571428571428571,-7.92,-5.636640114285717,Poor👎
Ethyl benzoate,CCOC(=O)c1ccccc1,1,150.177,0,1,2,26.3,1.8633,0.5454545454545454,-2.32,-2.2166127636363635,Acceptable👍
1-Chloro-2-methylpropane,ClCC(C)C,1,92.569,0,0,1,0.0,1.8812,0.0,-2.0,-1.5330838000000002,Acceptable👍
Ethinyl estradiol,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C,1,296.41,2,4,0,40.46,3.612600000000002,0.2727272727272727,-4.3,-4.155498181818183,Poor👎
methyl laurate,CCCCCCCCCCCC(=O)OC,1,214.349,0,0,10,26.3,4.080300000000003,0.0,-4.69,-3.0795528000000014,Acceptable👍
Di-n-propylsulfide,CCCSCCC,1,118.245,0,0,4,0.0,2.539600000000001,0.0,-2.58,-1.9090670000000005,Acceptable👍
Napthacene,c1ccc2cc3cc4ccccc4cc3cc2c1,2,228.294,0,4,0,0.0,5.146200000000003,1.0,-8.6,-5.2375288000000015,Poor👎
1-Bromopentane,CCCCCBr,1,151.047,0,0,3,0.0,2.571500000000001,0.0,-3.08,-2.1985364000000005,Acceptable👍
trans-2-Heptene,CCCC/C=C/C,1,98.189,0,0,3,0.0,2.752700000000001,0.0,-3.82,-1.9849728000000009,Acceptable👍
Metranidazole,Cc1ncc(N(=O)=O)n1CCO,1,171.156,1,1,3,81.19,0.0920199999999999,0.4166666666666667,-1.26,-1.0694731333333334,Acceptable👍
Pentylcyclopentane,CCCCCC1CCCC1,1,140.27,0,1,4,0.0,3.7569000000000026,0.0,-6.08,-2.812521000000001,Acceptable👍
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,1,360.882,0,2,1,0.0,7.274000000000001,0.6666666666666666,-7.42,-7.087421733333334,Poor👎
5-Ethyl-5-isopropylbarbituric acid,O=C1NC(=O)NC(=O)C1(CC)C(C)C,1,198.222,2,1,2,75.27,0.4047999999999994,0.0,-2.148,-1.1920003999999995,Acceptable👍
"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,1,133.405,0,0,0,0.0,2.376500000000001,0.0,-2.0,-2.1643060000000007,Acceptable👍
Monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1,1,214.652,1,1,2,41.57,2.365100000000001,0.4285714285714285,-2.57,-2.8459982571428575,Acceptable👍
Cyclohexyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCC1)C(=O)N2,1,196.206,2,2,0,75.27,0.3029,0.0,-3.06,-1.2473041999999999,Acceptable👍
dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,1,211.261,0,1,1,46.61,1.9576,0.0,-0.85,-2.3171062,Acceptable👍
